web-scraper-order,web-scraper-start-url,type _abits,prix,adresse,image-lien
"1706022272-862","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Vêtement homme","10 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1706022272-863","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Djalaba","10 000CFA","Yoff, Dakar, Sénégal",""
"1706022272-864","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Pull à capuche","10 000CFA","Colobane, Dakar, Sénégal",""
"1706022272-865","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Costume africain","40 000CFA","Dakar, Sénégal",""
"1706022272-866","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Pantalon homme","10 000CFA","Pikine, Sénégal",""
"1706022272-867","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Tunique homme","Prix sur demande","Medina, Dakar, Sénégal",""
"1706022272-868","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Jallaba homme","8 000CFA","Colobane, Dakar, Sénégal",""
"1706022272-869","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Pull homme","5 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022272-870","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Pantalon Jeans homme","10 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1706022272-871","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Vêtement homme","Prix sur demande","Hann Bel-Air, Dakar, Sénégal",""
"1706022272-872","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Vêtement homme","8 500CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022272-873","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Vêtement homme","15 000CFA","Dakar, Sénégal",""
"1706022272-874","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Chemises homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal",""
"1706022272-875","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Pantalons Kaki","10 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1706022272-876","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Coffret ramadan","15 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1706022272-877","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Pantalon Jeans homme","25 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1706022272-878","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Jallaba homme","12 500CFA","Dakar, Sénégal",""
"1706022272-879","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Jeans","8 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022272-880","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Tunique homme","10 000CFA","Thies, Sénégal",""
"1706022272-881","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Pantalons kakis","8 000CFA","Mamelles, Dakar, Sénégal",""
"1706022272-882","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Ensemble homme","30 000CFA","Biscuiterie, Dakar, Sénégal",""
"1706022272-883","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Ensemble homme","Prix sur demande","Grand Dakar, Dakar, Sénégal",""
"1706022272-884","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Pantalon Jeans homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal",""
"1706022272-885","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Ensemble hommes","13 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022272-886","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Vêtement homme","10 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal",""
"1706022272-887","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Jalabas homme","11 000CFA","Dakar, Sénégal",""
"1706022272-888","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Ensemble hommes","11 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022272-889","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Pull col roulé","7 000CFA","Guédiawaye, Dakar, Sénégal",""
"1706022272-890","https://sn.coinafrique.com/categorie/vetements-homme?page=40","T-shirt graphique","9 000CFA","Guédiawaye, Dakar, Sénégal",""
"1706022272-891","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Pull-over homme","10 000CFA","Guédiawaye, Dakar, Sénégal",""
"1706022272-892","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Jallabé mixte","7 000CFA","Dakar, Sénégal",""
"1706022272-893","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Chemise Elhadji","10 000CFA","Dakar, Sénégal",""
"1706022272-894","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Djellaba homme","7 000CFA","Dakar, Sénégal",""
"1706022272-895","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Djellaba homme - femme","7 000CFA","Dakar, Sénégal",""
"1706022272-896","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Djellaba marocain","15 000CFA","Colobane, Dakar, Sénégal",""
"1706022272-897","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Ensemble blousons","6 000CFA","Dakar, Sénégal",""
"1706022272-898","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Costume africain","4 000CFA","Djily MBaye, Dakar, Sénégal",""
"1706022272-899","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Djellaba homme","10 000CFA","Dakar, Sénégal",""
"1706022272-900","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Costume africain homme","40 000CFA","Medina, Dakar, Sénégal",""
"1706022272-901","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Tunique africaine Getzner","45 000CFA","Grand Dakar, Dakar, Sénégal",""
"1706022272-902","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Chemise Elhadji homme","Prix sur demande","Dakar, Sénégal",""
"1706022272-903","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Costume africain homme","25 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1706022272-904","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Dialabé homme","6 000CFA","Keur Massar, Sénégal",""
"1706022272-905","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Vêtements homme","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1706022272-906","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Doudoune homme","25 000CFA","Dakar, Sénégal",""
"1706022272-907","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Pull  homme","10 000CFA","Guédiawaye, Dakar, Sénégal",""
"1706022272-908","https://sn.coinafrique.com/categorie/vetements-homme?page=40","T-shirt Pprada","7 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022272-909","https://sn.coinafrique.com/categorie/vetements-homme?page=40","T-shirt Essential","7 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022272-910","https://sn.coinafrique.com/categorie/vetements-homme?page=40","T-shirt Dsquare","7 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022272-911","https://sn.coinafrique.com/categorie/vetements-homme?page=40","T-shirt Lanvin","7 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022272-912","https://sn.coinafrique.com/categorie/vetements-homme?page=40","T-shirt Moncler","7 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022272-913","https://sn.coinafrique.com/categorie/vetements-homme?page=40","T-shirt Gucci","7 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022272-914","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Polo homme","7 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022272-915","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Ensemble blouson","Prix sur demande","Medina, Dakar, Sénégal",""
"1706022272-916","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Ensemble blouson avec capuche","25 000CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1706022272-917","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Blouson homme et femme","12 000CFA","Pikine, Sénégal",""
"1706022272-918","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Ensemble pull homme","14 000CFA","Pikine, Sénégal",""
"1706022272-919","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Ensemble mixte","Prix sur demande","Colobane, Dakar, Sénégal",""
"1706022272-920","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Tenue homme","20 000CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1706022272-921","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Pull homme","10 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022272-922","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Pantalons hommes","9 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022272-923","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Pantalons kaki Zara","7 000CFA","Grand Dakar, Dakar, Sénégal",""
"1706022272-924","https://sn.coinafrique.com/categorie/vetements-homme?page=40","Pantalons kaki","Prix sur demande","Guediawaye, Dakar, Sénégal",""
"1706022286-925","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Djalabé cravate","8 000CFA","Diamalaye 2, Dakar, Sénégal",""
"1706022286-926","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Ensemble pantalon - chemise","12 000CFA","Diamalaye 2, Dakar, Sénégal",""
"1706022286-927","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Chemises homme","Prix sur demande","Dakar, Sénégal",""
"1706022286-928","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Jeans homme","12 000CFA","Grand Dakar, Dakar, Sénégal",""
"1706022286-929","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Ensemble jallaba et écharpe","15 000CFA","Grand Dakar, Dakar, Sénégal",""
"1706022286-930","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Tuniques homme","10 000CFA","Keur Massar, Sénégal",""
"1706022286-931","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Caleçon homme","11 000CFA","Dakar, Sénégal",""
"1706022286-932","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Boubou homme","Prix sur demande","Dakar, Sénégal",""
"1706022286-933","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Djellaba homme","12 000CFA","Saint Louis, Sénégal",""
"1706022286-934","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Vêtement homme","Prix sur demande","Dakar, Sénégal",""
"1706022286-935","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Grand boubou homme","Prix sur demande","Dakar, Sénégal",""
"1706022286-936","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Jallabas","8 000CFA","Guédiawaye, Dakar, Sénégal",""
"1706022286-937","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Jallabés homme","15 000CFA","Ouest Foire, Dakar, Sénégal",""
"1706022286-938","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Chemise Elhadji","Prix sur demande","Dakar, Sénégal",""
"1706022286-939","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Polo homme","Prix sur demande","Guediawaye, Dakar, Sénégal",""
"1706022286-940","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Polo homme","Prix sur demande","Guediawaye, Dakar, Sénégal",""
"1706022286-941","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Vêtements homme","7 000CFA","Dakar, Sénégal",""
"1706022286-942","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Vêtements homme","30 000CFA","Saint Louis, Sénégal",""
"1706022286-943","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Djellaba homme","Prix sur demande","Dakar, Sénégal",""
"1706022286-944","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Djalaba","Prix sur demande","Dakar, Sénégal",""
"1706022286-945","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Jallabè homme","12 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1706022286-946","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Abaya","8 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-947","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Chemise longues manches","1 000CFA","Diourbel, Sénégal",""
"1706022286-948","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Vêtement homme","Prix sur demande","Dakar, Sénégal",""
"1706022286-949","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Pull","7 500CFA","Patte d'oie, Dakar, Sénégal",""
"1706022286-950","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Vêtement homme","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1706022286-951","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Polo homme","7 000CFA","Dakar, Sénégal",""
"1706022286-952","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Pantalons kaki coton","10 000CFA","Almadies, Dakar, Sénégal",""
"1706022286-953","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Pulls homme","5 000CFA","Kedougou, Sénégal",""
"1706022286-954","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Diallabé + Pantalon coton","9 000CFA","Grand Dakar, Dakar, Sénégal",""
"1706022286-955","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Costumes africain homme","25 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-956","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Jellaba","10 000CFA","Dakar, Sénégal",""
"1706022286-957","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Djellaba","10 000CFA","Pikine, Sénégal",""
"1706022286-958","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Pantalon Kaki","7 000CFA","Dakar, Sénégal",""
"1706022286-959","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Ensemble veste homme","45 000CFA","Dakar, Sénégal",""
"1706022286-960","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Tunique homme","15 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-961","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Chemise homme","10 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-962","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Vêtements homme","19 000CFA","Dakar, Sénégal",""
"1706022286-963","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Polos Lacos","6 500CFA","Dakar, Sénégal",""
"1706022286-964","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Costume homme","Prix sur demande","Saint Louis, Sénégal",""
"1706022286-965","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Costume homme","Prix sur demande","Saint Louis, Sénégal",""
"1706022286-966","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt - Balencia","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-967","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt - Channel","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-968","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt - Burberry","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-969","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt -  Amiri","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-970","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-971","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt - Dior","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-972","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt - Dior","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-973","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt - Fear of god","10 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-974","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt - Dior","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-975","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt - Dior","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-976","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt - Louis  Vuitton","10 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-977","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt - Nike","10 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-978","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt - Gucci","10 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-979","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt - Givenchy","10 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-980","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt - Nasa","10 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-981","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt - Moncler","10 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-982","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirts","5 000CFA","Guediawaye, Dakar, Sénégal",""
"1706022286-983","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt homme","10 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-984","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Costume africain","35 000CFA","Dakar, Sénégal",""
"1706022286-985","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Vêtement homme","Prix sur demande","Dakar, Sénégal",""
"1706022286-986","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt - Amiri","10 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-987","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Pantalon homme","10 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-988","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Culotte homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-989","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Chemise lin homme","10 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-990","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Pantalon Jeans homme","15 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-991","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Ensemble dialabé","8 500CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-992","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Polo homme","10 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-993","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt body - Col V","8 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-994","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt Body - Gucci","8 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-995","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt body Chicago","8 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-996","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt Body homme","8 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-997","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Ensemble Djellaba","15 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-998","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt body","8 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-999","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt - Nike","8 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-1000","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Pantalon homme","Prix sur demande","Pikine, Sénégal",""
"1706022286-1001","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Costume africain","25 000CFA","Dakar, Sénégal",""
"1706022286-1002","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Polo homme","8 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-1003","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt Balenciaga","10 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-1004","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Chemise homme","15 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-1005","https://sn.coinafrique.com/categorie/vetements-homme?page=39","T-shirt homme","10 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1706022286-1006","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Pantalons kaki","7 000CFA","Fass, Dakar, Sénégal",""
"1706022286-1007","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Abaya complet homme","10 000CFA","Pikine, Sénégal",""
"1706022286-1008","https://sn.coinafrique.com/categorie/vetements-homme?page=39","Costume 3 pièces Baggi","80 000CFA","Biscuiterie, Dakar, Sénégal",""
